Departamentos;Muestras Claro;Muestras Personal;Muestras Movistar;THP Claro;THP Personal;THP Movistar;Latencia Claro;Latencia Mejor;Intensidad Claro;Intensidad Mejor;Tiempo IyV Claro;Tiempo IyV Mejor;Departamento;Provincia;Periodo
Mercedes, BUENOS AIRES;1,450,000;934,000;2,670,000;11.39;7.90;7.92;88;77;-103;-103;80;55;Mercedes;BUENOS AIRES;04/2024
Güer Aike, SANTA CRUZ;8,230,000;1,430,000;8,250,000;11.09;12.57;9.99;87;86;-96;-96;78;78;Güer Aike;SANTA CRUZ;04/2024
General Manuel Belgrano, MISIONES;4,800;1,900,000;--;6.83;8.47;--;97;87;-91;-91;97;82;General Manuel Belgrano;MISIONES;04/2024
Rivadavia, SANTIAGO DEL ESTERO;164,000;205,000;307;16.55;19.11;--;65;65;-101;-97;56;56;Rivadavia;SANTIAGO DEL ESTERO;04/2024
Presidente Perón, BUENOS AIRES;2,580,000;1,010,000;2,490,000;11.91;13.22;8.34;64;62;-102;-102;59;57;Presidente Perón;BUENOS AIRES;04/2024
Tulumba, CÓRDOBA;810,000;1,720,000;14,700;12.99;17.22;9.43;62;58;-102;-88;53;51;Tulumba;CÓRDOBA;04/2024
Pilar, BUENOS AIRES;12,900,000;17,500,000;19,200,000;15.92;18.37;10.64;55;51;-99;-99;46;44;Pilar;BUENOS AIRES;04/2024
Ancasti, CATAMARCA;14,200;289,000;--;13.52;16.06;--;65;65;-106;-100;56;56;Ancasti;CATAMARCA;04/2024
Sauce, CORRIENTES;294,000;139,000;1,170;13.15;15.98;16.76;76;60;-95;-95;67;54;Sauce;CORRIENTES;04/2024
Lavalle, MENDOZA;1,500,000;995,000;175,000;9.19;7.92;7.30;87;87;-102;-101;82;82;Lavalle;MENDOZA;04/2024
Futaleufú, CHUBUT;757,000;100,000;3,650,000;9.70;16.36;8.52;98;72;-99;-99;91;63;Futaleufú;CHUBUT;04/2024
Chamical, LA RIOJA;528,000;671,000;20,400;13.02;14.08;10.04;76;68;-100;-100;67;62;Chamical;LA RIOJA;04/2024
Lihuel Calel, LA PAMPA;1,500;--;--;1.55;--;--;1,180;1,180;-98;-98;1,075;1,075;Lihuel Calel;LA PAMPA;04/2024
Vera, SANTA FE;1,290,000;1,920,000;16,700;12.99;16.92;18.93;69;58;-104;-97;62;49;Vera;SANTA FE;04/2024
Chalileo, LA PAMPA;63,200;--;--;15.44;--;--;81;81;-95;-95;71;71;Chalileo;LA PAMPA;04/2024
San Cristóbal, SANTA FE;2,060,000;4,020,000;5,510;13.11;13.23;13.07;74;73;-103;-101;66;65;San Cristóbal;SANTA FE;04/2024
Zárate, BUENOS AIRES;3,440,000;10,300,000;6,610,000;16.40;15.28;11.40;57;57;-101;-101;48;48;Zárate;BUENOS AIRES;04/2024
Valle Fértil, SAN JUAN;113,000;19,900;807,000;1.38;0.64;5.05;1,168;100;-97;-95;1,097;83;Valle Fértil;SAN JUAN;04/2024
Belgrano, SANTIAGO DEL ESTERO;56,700;1,130,000;--;16.92;16.95;--;72;64;-98;-98;61;57;Belgrano;SANTIAGO DEL ESTERO;04/2024
San Lorenzo, SANTA FE;11,400,000;11,500,000;2,440,000;7.98;11.60;12.78;82;65;-102;-102;83;59;San Lorenzo;SANTA FE;04/2024
Ramón Lista, FORMOSA;17,600;966,000;--;1.98;8.30;--;652;99;-86;-86;689;93;Ramón Lista;FORMOSA;04/2024
General Lamadrid, LA RIOJA;7,530;198,000;1,320;15.02;20.78;1.43;82;57;-99;-97;70;47;General Lamadrid;LA RIOJA;04/2024
General Belgrano, BUENOS AIRES;949,000;151,000;182,000;11.88;15.01;13.79;64;61;-101;-101;58;50;General Belgrano;BUENOS AIRES;04/2024
Monte, BUENOS AIRES;1,440,000;724,000;2,220,000;13.84;17.67;6.59;60;54;-104;-101;56;47;Monte;BUENOS AIRES;05/2024
Mitre, SANTIAGO DEL ESTERO;289;118,000;--;--;17.80;--;65;65;-80;-80;59;56;Mitre;SANTIAGO DEL ESTERO;05/2024
Ituzaingó, CORRIENTES;3,780,000;3,810,000;8,600;8.58;9.67;14.47;94;73;-102;-101;97;67;Ituzaingó;CORRIENTES;05/2024
General Lavalle, BUENOS AIRES;159,000;91,600;663,000;14.01;21.02;16.11;74;49;-103;-97;65;42;General Lavalle;BUENOS AIRES;05/2024
Valle Viejo, CATAMARCA;1,570,000;1,900,000;117,000;13.46;13.66;10.31;75;67;-100;-100;69;63;Valle Viejo;CATAMARCA;05/2024
Tordillo, BUENOS AIRES;128,000;180,000;317,000;15.92;26.78;11.31;63;45;-101;-96;55;37;Tordillo;BUENOS AIRES;05/2024
Totoral, CÓRDOBA;1,520,000;2,550,000;9,760;13.78;14.36;10.15;62;61;-102;-100;59;59;Totoral;CÓRDOBA;05/2024
Coronel Suárez, BUENOS AIRES;1,160,000;721,000;2,470,000;16.27;20.19;9.68;62;55;-100;-100;55;50;Coronel Suárez;BUENOS AIRES;05/2024
Chilecito, LA RIOJA;532,000;6,540,000;11,300;13.04;13.69;10.59;84;68;-98;-96;76;64;Chilecito;LA RIOJA;05/2024
Tupungato, MENDOZA;3,370,000;415,000;1,360,000;7.38;14.07;10.52;85;70;-102;-101;90;63;Tupungato;MENDOZA;05/2024
Suipacha, BUENOS AIRES;772,000;145,000;214,000;10.96;17.36;8.70;81;51;-102;-102;78;41;Suipacha;BUENOS AIRES;05/2024
Villa Gesell, BUENOS AIRES;1,670,000;1,020,000;4,850,000;16.52;22.39;12.10;63;49;-101;-99;55;42;Villa Gesell;BUENOS AIRES;05/2024
Avellaneda, RÍO NEGRO;6,110,000;637,000;821,000;11.02;16.33;11.03;78;69;-96;-96;71;60;Avellaneda;RÍO NEGRO;05/2024
Arrecifes, BUENOS AIRES;2,630,000;460,000;425,000;14.50;16.61;15.36;60;57;-100;-100;56;50;Arrecifes;BUENOS AIRES;05/2024
Moreno, SANTIAGO DEL ESTERO;224,000;5,640,000;11,200;14.12;8.72;10.55;77;77;-100;-94;70;70;Moreno;SANTIAGO DEL ESTERO;05/2024
General Alvear, CORRIENTES;192,000;1,390,000;743;12.91;8.17;4.60;73;73;-102;-100;67;67;General Alvear;CORRIENTES;05/2024
9 de Julio, RÍO NEGRO;9,980;--;353;1.41;--;--;858;88;-88;-88;852;93;9 de Julio;RÍO NEGRO;05/2024
General Donovan, CHACO;283,000;1,300,000;1,390;16.34;13.59;10.77;68;68;-97;-97;60;60;General Donovan;CHACO;05/2024
Fray Mamerto Esquiú, CATAMARCA;875,000;528,000;61,100;14.02;14.73;11.73;74;67;-102;-98;67;61;Fray Mamerto Esquiú;CATAMARCA;05/2024
San Antonio de Areco, BUENOS AIRES;1,140,000;758,000;1,370,000;12.91;14.01;9.47;62;59;-101;-101;58;54;San Antonio de Areco;BUENOS AIRES;05/2024
Bermejo, FORMOSA;191,000;1,910,000;--;13.28;10.70;--;74;74;-90;-90;67;67;Bermejo;FORMOSA;05/2024
Catán Lil, NEUQUÉN;142;--;27,300;--;--;1.12;124;124;-101;-86;145;145;Catán Lil;NEUQUÉN;05/2024
Chos Malal, NEUQUÉN;1,090,000;41,700;752,000;11.40;13.26;12.47;85;77;-101;-92;79;71;Chos Malal;NEUQUÉN;05/2024
Ullum, SAN JUAN;246,000;165,000;141,000;13.11;15.62;10.53;76;68;-106;-99;70;58;Ullum;SAN JUAN;05/2024
Lácar, NEUQUÉN;2,620,000;834,000;2,330,000;12.08;10.03;12.25;82;81;-101;-99;77;77;Lácar;NEUQUÉN;05/2024
Aluminé, NEUQUÉN;159,000;453;761,000;1.56;--;12.11;1,011;80;-95;-95;962;75;Aluminé;NEUQUÉN;05/2024
Oberá, MISIONES;1,390,000;7,140,000;116,000;11.11;12.26;15.09;89;71;-102;-102;84;63;Oberá;MISIONES;05/2024
General Guido, BUENOS AIRES;137,000;70,700;239,000;14.97;19.46;16;71;55;-98;-98;65;49;General Guido;BUENOS AIRES;05/2024
Tafí del Valle, TUCUMÁN;825,000;2,590,000;66,600;12.78;10.76;11.25;85;70;-101;-100;77;72;Tafí del Valle;TUCUMÁN;05/2024
Catriló, LA PAMPA;1,010,000;134,000;244,000;14.91;12.73;12.65;63;63;-100;-93;58;58;Catriló;LA PAMPA;05/2024
Lincoln, BUENOS AIRES;4,050,000;810,000;724,000;13.69;13.85;15.04;61;55;-100;-100;57;48;Lincoln;BUENOS AIRES;05/2024
Deseado, SANTA CRUZ;16,800,000;778,000;9,360,000;8.76;17.38;10.69;90;73;-100;-97;88;65;Deseado;SANTA CRUZ;05/2024
Bella Vista, CORRIENTES;570,000;2,650,000;3,090;14.92;12.40;11.85;75;65;-100;-100;68;63;Bella Vista;CORRIENTES;05/2024
Curacó, LA PAMPA;58,400;--;209;1.25;--;--;1,155;66;-94;-94;1,095;66;Curacó;LA PAMPA;05/2024
Saladas, CORRIENTES;702,000;2,600,000;9,360;12.83;8.31;17.28;71;62;-102;-96;67;58;Saladas;CORRIENTES;05/2024
Carmen de Areco, BUENOS AIRES;818,000;658,000;1,250,000;11.04;18.23;9.95;76;51;-98;-98;74;45;Carmen de Areco;BUENOS AIRES;05/2024
Gaiman, CHUBUT;1,310,000;32,100;203,000;11.52;13.73;13.10;80;73;-104;-102;74;67;Gaiman;CHUBUT;05/2024
Famatina, LA RIOJA;5,900;575,000;129;4.29;17.78;--;608;60;-95;-95;644;56;Famatina;LA RIOJA;05/2024
Villarino, BUENOS AIRES;2,450,000;1,100,000;2,010,000;13.32;16.43;15.06;65;63;-101;-98;60;56;Villarino;BUENOS AIRES;05/2024
Vicente López, BUENOS AIRES;9,920,000;12,900,000;13,400,000;13.89;18.69;14.58;53;47;-96;-96;50;43;Vicente López;BUENOS AIRES;05/2024
Magdalena, BUENOS AIRES;872,000;503,000;1,180,000;15.22;9.26;9.95;59;59;-100;-100;55;55;Magdalena;BUENOS AIRES;05/2024
San Martín, CORRIENTES;781,000;1,630,000;2,910;12.78;7.51;3.28;78;78;-100;-98;73;73;San Martín;CORRIENTES;05/2024
Necochea, BUENOS AIRES;5,600,000;1,830,000;3,310,000;13.26;17.68;12.11;71;60;-100;-100;66;54;Necochea;BUENOS AIRES;05/2024
Rosario, SANTA FE;63,000,000;71,300,000;31,000,000;12.97;15.33;14.78;59;52;-99;-99;56;48;Rosario;SANTA FE;05/2024
Paraná, ENTRE RÍOS;10,500,000;29,100,000;3,790,000;11.28;11.63;13.43;70;61;-101;-100;69;58;Paraná;ENTRE RÍOS;05/2024
Feliciano, ENTRE RÍOS;592,000;368,000;2,280;11.54;18.22;11.78;83;49;-103;-95;81;48;Feliciano;ENTRE RÍOS;05/2024
Bragado, BUENOS AIRES;3,250,000;393,000;645,000;10.93;19.07;13.86;78;51;-97;-97;74;43;Bragado;BUENOS AIRES;05/2024
Esteban Echeverría, BUENOS AIRES;11,000,000;13,700,000;17,800,000;14.95;16.15;10.09;55;53;-100;-100;50;48;Esteban Echeverría;BUENOS AIRES;05/2024
Telsen, CHUBUT;82,500;--;--;1.16;--;--;1,144;1,144;-94;-94;1,074;1,074;Telsen;CHUBUT;05/2024
Guachipas, SALTA;24,200;602,000;--;15.36;10.19;--;75;67;-87;-87;66;58;Guachipas;SALTA;05/2024
Ojo de Agua, SANTIAGO DEL ESTERO;28,700;3,280,000;1,820;14.45;4.76;8.61;65;65;-96;-96;59;59;Ojo de Agua;SANTIAGO DEL ESTERO;05/2024
General Paz, BUENOS AIRES;896,000;181,000;619,000;13.74;17.72;5.63;62;49;-100;-95;57;41;General Paz;BUENOS AIRES;05/2024
Santa Victoria, SALTA;105,000;50,300;--;1.07;0.37;--;1,396;1,396;-102;-102;1,278;1,051;Santa Victoria;SALTA;05/2024
Independencia, CHACO;280,000;1,680,000;2,880;13.54;10.47;9.49;72;71;-101;-97;66;66;Independencia;CHACO;05/2024
Rancul, LA PAMPA;746,000;57,000;309,000;16.97;15.62;11.82;60;60;-97;-93;53;53;Rancul;LA PAMPA;05/2024
Rivadavia, SAN JUAN;2,690,000;2,150,000;4,270,000;14.69;18.56;11.18;67;63;-100;-98;62;57;Rivadavia;SAN JUAN;05/2024
Rauch, BUENOS AIRES;1,370,000;137,000;530,000;10.40;20.28;11.02;100;58;-99;-97;95;51;Rauch;BUENOS AIRES;05/2024
Maipú, BUENOS AIRES;950,000;264,000;481,000;13.82;21.47;13.54;69;52;-100;-97;63;45;Maipú;BUENOS AIRES;05/2024
San Javier, MISIONES;17,000;1,680,000;6,170;9.48;9.74;1.34;102;82;-107;-96;95;80;San Javier;MISIONES;05/2024
Carlos Casares, BUENOS AIRES;1,460,000;465,000;593,000;11.47;13.55;7.70;67;61;-104;-104;65;56;Carlos Casares;BUENOS AIRES;05/2024
Pocito, SAN JUAN;1,880,000;1,570,000;3,060,000;13.66;14.94;9.79;73;67;-102;-99;66;62;Pocito;SAN JUAN;05/2024
Pilcaniyeu, RÍO NEGRO;264,000;157,000;586,000;10.67;13.50;11.26;97;72;-97;-97;89;66;Pilcaniyeu;RÍO NEGRO;05/2024
Valcheta, RÍO NEGRO;57,700;1,510;189,000;1.58;12.27;13.04;877;75;-94;-92;873;67;Valcheta;RÍO NEGRO;05/2024
Lago Buenos Aires, SANTA CRUZ;1,480,000;7,920;611,000;11.64;11.09;11.44;86;85;-98;-91;79;79;Lago Buenos Aires;SANTA CRUZ;05/2024
Juárez Celman, CÓRDOBA;7,980,000;3,620,000;140,000;14.61;19.76;13.59;62;55;-98;-98;57;49;Juárez Celman;CÓRDOBA;05/2024
General Alvarado, BUENOS AIRES;3,020,000;602,000;1,770,000;13.43;21.04;15.38;68;53;-101;-101;63;47;General Alvarado;BUENOS AIRES;05/2024
Rinconada, JUJUY;--;203,000;--;--;11.63;--;--;--;--;--;--;--;Rinconada;JUJUY;05/2024
Jáchal, SAN JUAN;294,000;66,100;1,690,000;15.97;12.68;10.20;64;64;-99;-96;57;57;Jáchal;SAN JUAN;05/2024
Adolfo Alsina, RÍO NEGRO;2,000,000;1,140,000;7,370,000;13.30;13.73;11.27;66;60;-97;-97;61;54;Adolfo Alsina;RÍO NEGRO;05/2024
General Lamadrid, BUENOS AIRES;731,000;3,850;147,000;12.59;7.83;14.68;68;68;-101;-92;62;61;General Lamadrid;BUENOS AIRES;05/2024
Berón de Astrada, CORRIENTES;280,000;184,000;642;12.69;15.07;7.15;74;69;-102;-102;67;64;Berón de Astrada;CORRIENTES;05/2024
Santa Rosa, MENDOZA;1,070,000;619,000;14,300;10.66;14.49;8.80;84;75;-106;-104;82;68;Santa Rosa;MENDOZA;05/2024
Chacabuco, CHACO;325,000;3,610,000;1,460;15.49;11.33;14.66;71;67;-100;-98;65;61;Chacabuco;CHACO;05/2024
Angaco, SAN JUAN;302,000;123,000;41,700;15.26;6.75;10.93;69;69;-99;-99;63;63;Angaco;SAN JUAN;05/2024
Santa María, CÓRDOBA;11,900,000;12,800,000;1,090,000;12.66;16.20;10.89;66;55;-101;-97;63;53;Santa María;CÓRDOBA;05/2024
Salavina, SANTIAGO DEL ESTERO;657;1,260,000;--;19.63;14.86;--;79;64;-86;-86;77;59;Salavina;SANTIAGO DEL ESTERO;05/2024
Patagones, BUENOS AIRES;1,740,000;513,000;2,490,000;15.40;18.51;12.23;65;57;-100;-99;58;51;Patagones;BUENOS AIRES;05/2024
Pocho, CÓRDOBA;13,000;647,000;--;14.77;17.12;--;62;56;-98;-98;56;51;Pocho;CÓRDOBA;05/2024
Ayacucho, BUENOS AIRES;1,440,000;299,000;587,000;11.56;15.48;11.85;77;65;-100;-98;73;59;Ayacucho;BUENOS AIRES;05/2024
General Belgrano, CHACO;95,500;777,000;1,860;13.82;13.28;12.17;76;62;-105;-100;68;60;General Belgrano;CHACO;05/2024
Silípica, SANTIAGO DEL ESTERO;76,000;499,000;239;12.57;13.93;--;66;66;-105;-103;60;60;Silípica;SANTIAGO DEL ESTERO;05/2024
General San Martín, BUENOS AIRES;15,600,000;23,300,000;22,100,000;13.79;15.69;11.43;55;51;-99;-97;51;48;General San Martín;BUENOS AIRES;05/2024
Guaminí, BUENOS AIRES;1,050,000;199,000;728,000;16.22;17.96;14.62;61;61;-100;-97;54;54;Guaminí;BUENOS AIRES;05/2024
Maracó, LA PAMPA;4,130,000;410,000;3,310,000;14.79;17.31;13.16;62;59;-99;-99;58;53;Maracó;LA PAMPA;05/2024
Tilcara, JUJUY;334,000;2,840,000;5,030;4.75;8.80;6.40;96;84;-103;-97;113;94;Tilcara;JUJUY;05/2024
Rosario Vera Peñaloza, LA RIOJA;71,800;1,080,000;--;1.77;19.90;--;752;58;-91;-91;787;50;Rosario Vera Peñaloza;LA RIOJA;05/2024
Conesa, RÍO NEGRO;268,000;118,000;807,000;15;15;11.44;62;62;-94;-90;55;55;Conesa;RÍO NEGRO;05/2024
Andalgalá, CATAMARCA;282,000;3,700,000;1,300;18.01;12.80;3.76;65;65;-101;-101;55;55;Andalgalá;CATAMARCA;05/2024
Tafí Viejo, TUCUMÁN;8,510,000;16,100,000;2,030,000;13.10;15.04;7.79;71;60;-100;-99;65;58;Tafí Viejo;TUCUMÁN;05/2024
Rosario de la Frontera, SALTA;690,000;3,910,000;52,300;10.41;10.56;12.22;79;79;-102;-99;76;76;Rosario de la Frontera;SALTA;05/2024
Los Lagos, NEUQUÉN;1,430,000;291,000;2,570,000;9.51;9.64;10.34;89;86;-104;-98;89;88;Los Lagos;NEUQUÉN;05/2024
Choya, SANTIAGO DEL ESTERO;3,000,000;3,260,000;234,000;10.34;14.60;7.47;71;68;-97;-97;68;66;Choya;SANTIAGO DEL ESTERO;05/2024
La Poma, SALTA;57,400;23,400;--;1.15;0.71;--;1,188;1,188;-90;-87;1,087;1,021;La Poma;SALTA;05/2024
La Candelaria, SALTA;137,000;1,970,000;232;10.76;9.42;--;73;73;-102;-96;68;68;La Candelaria;SALTA;05/2024
Corpen Aike, SANTA CRUZ;1,070,000;147,000;1,500,000;11.56;12.11;9.48;88;83;-103;-96;81;77;Corpen Aike;SANTA CRUZ;05/2024
Punta Indio, BUENOS AIRES;546,000;197,000;11,200;16.48;22.47;17.18;52;46;-101;-100;47;39;Punta Indio;BUENOS AIRES;05/2024
General José de San Martín, SALTA;6,020,000;18,800,000;355,000;9.96;12.55;9.16;105;78;-100;-99;99;74;General José de San Martín;SALTA;05/2024
Paclín, CATAMARCA;172,000;356,000;676;9.80;17.40;11.56;122;65;-105;-103;119;57;Paclín;CATAMARCA;05/2024
Laprida, BUENOS AIRES;401,000;12,500;753,000;10.98;7.36;12.80;74;69;-102;-98;71;62;Laprida;BUENOS AIRES;05/2024
Coronel Dorrego, BUENOS AIRES;575,000;406,000;1,500,000;15.28;19.31;11.46;69;56;-102;-100;61;50;Coronel Dorrego;BUENOS AIRES;05/2024
San Ignacio, MISIONES;1,280,000;4,020,000;30,000;15.41;12.08;14.56;69;69;-101;-101;62;61;San Ignacio;MISIONES;05/2024
Río Segundo, CÓRDOBA;9,970,000;3,660,000;284,000;14.50;19.80;11.62;59;51;-99;-99;55;48;Río Segundo;CÓRDOBA;05/2024
Itatí, CORRIENTES;351,000;1,820,000;375;12.89;9.49;16.68;74;70;-103;-96;67;58;Itatí;CORRIENTES;05/2024
Exaltación de la Cruz, BUENOS AIRES;3,220,000;1,530,000;1,810,000;10.84;13.73;13.54;66;54;-103;-103;65;49;Exaltación de la Cruz;BUENOS AIRES;05/2024
Pomán, CATAMARCA;665,000;2,420,000;264;13.67;10.91;--;69;69;-100;-93;62;62;Pomán;CATAMARCA;05/2024
Maipú, CHACO;189,000;2,160,000;1,540;14.86;10.17;11.62;72;68;-102;-98;65;58;Maipú;CHACO;05/2024
Loncopué, NEUQUÉN;145,000;27,500;1,190,000;1.41;12.56;9.48;1,129;89;-90;-90;1,058;76;Loncopué;NEUQUÉN;05/2024
Tandil, BUENOS AIRES;4,800,000;5,310,000;6,030,000;12.93;14.11;10.92;72;63;-101;-100;67;59;Tandil;BUENOS AIRES;05/2024
Sobremonte, CÓRDOBA;134,000;462,000;--;13.48;19.23;--;57;56;-99;-99;52;51;Sobremonte;CÓRDOBA;05/2024
Presidente Roque Sáenz Peña, CÓRDOBA;3,100,000;2,070,000;9,290;13.08;17.92;12.13;73;61;-99;-99;68;57;Presidente Roque Sáenz Peña;CÓRDOBA;05/2024
San Carlos, MENDOZA;2,720,000;457,000;784,000;8.71;13.46;10.38;81;78;-104;-103;81;72;San Carlos;MENDOZA;05/2024
Nogoyá, ENTRE RÍOS;952,000;2,730,000;7,480;11.71;13.11;12.64;79;62;-105;-101;75;58;Nogoyá;ENTRE RÍOS;05/2024
Matacos, FORMOSA;426,000;2,470,000;--;13.49;3.86;--;76;76;-96;-96;68;68;Matacos;FORMOSA;05/2024
Monteros, TUCUMÁN;3,370,000;3,460,000;117,000;12.97;15.02;11.43;73;67;-97;-97;67;62;Monteros;TUCUMÁN;05/2024
Río Cuarto, CÓRDOBA;19,400,000;16,800,000;1,270,000;13.83;17.20;10.35;63;55;-99;-99;58;53;Río Cuarto;CÓRDOBA;05/2024
Florencio Varela, BUENOS AIRES;14,600,000;11,700,000;22,100,000;12.02;15.15;10.83;62;56;-101;-101;59;51;Florencio Varela;BUENOS AIRES;05/2024
General Roca, RÍO NEGRO;22,800,000;6,970,000;28,400,000;11.55;14.20;11.25;76;73;-100;-100;72;67;General Roca;RÍO NEGRO;05/2024
Albardón, SAN JUAN;533,000;796,000;437,000;12.13;12.36;9.32;79;79;-105;-101;75;75;Albardón;SAN JUAN;05/2024
Atamisqui, SANTIAGO DEL ESTERO;84,800;841,000;991;13.03;10.49;5.15;58;58;-91;-91;54;54;Atamisqui;SANTIAGO DEL ESTERO;05/2024
Lago Argentino, SANTA CRUZ;2,160,000;396,000;1,290,000;8.52;12.50;9.86;102;92;-101;-101;103;88;Lago Argentino;SANTA CRUZ;05/2024
Libertad, CHACO;454,000;1,130,000;53,300;13.12;12.15;15.78;78;63;-106;-102;73;57;Libertad;CHACO;05/2024
Formosa, FORMOSA;13,300,000;29,300,000;660,000;10.15;10.26;12.87;83;71;-100;-98;81;67;Formosa;FORMOSA;05/2024
Leandro N. Alem, BUENOS AIRES;1,220,000;175,000;505,000;14.73;16.19;14.16;60;58;-101;-98;55;52;Leandro N. Alem;BUENOS AIRES;05/2024
Coronel Pringles, BUENOS AIRES;342,000;241,000;2,170,000;14.22;18.31;9.13;69;56;-102;-102;63;51;Coronel Pringles;BUENOS AIRES;05/2024
Patiño, FORMOSA;1,400,000;11,000,000;15,000;14.70;7.62;18.19;74;65;-99;-90;66;59;Patiño;FORMOSA;05/2024
Ramallo, BUENOS AIRES;4,830,000;3,420,000;538,000;12.58;14.19;11.59;65;53;-102;-102;62;49;Ramallo;BUENOS AIRES;05/2024
Adolfo Alsina, BUENOS AIRES;283,000;274,000;1,920,000;16.30;16.30;12.26;69;64;-100;-99;61;61;Adolfo Alsina;BUENOS AIRES;05/2024
General Arenales, BUENOS AIRES;1,580,000;162,000;108,000;15.49;16.11;16.54;58;53;-101;-96;52;45;General Arenales;BUENOS AIRES;05/2024
San Lorenzo, CHACO;108,000;1,210,000;1,030;16.58;12.31;8.75;69;64;-100;-95;60;60;San Lorenzo;CHACO;05/2024
La Paz, ENTRE RÍOS;2,120,000;4,700,000;11,100;12.29;13.88;11.58;80;59;-100;-100;76;55;La Paz;ENTRE RÍOS;05/2024
General Ocampo, LA RIOJA;105,000;725,000;2,390;18.24;15.40;15.02;62;60;-89;-89;55;54;General Ocampo;LA RIOJA;05/2024
San Pedro, MISIONES;60,100;1,310,000;968;14;10.25;4.11;78;78;-100;-100;70;70;San Pedro;MISIONES;05/2024
El Alto, CATAMARCA;313,000;336,000;1,900;18.39;16.08;5.70;59;59;-96;-96;51;51;El Alto;CATAMARCA;05/2024
Sarmiento, CHUBUT;2,110,000;99,100;516,000;10.70;14.43;14.20;90;76;-99;-91;83;69;Sarmiento;CHUBUT;05/2024
Bariloche, RÍO NEGRO;8,260,000;3,780,000;18,500,000;11.42;16.49;11.28;82;67;-100;-99;77;61;Bariloche;RÍO NEGRO;05/2024
Junín, BUENOS AIRES;5,340,000;3,140,000;3,890,000;14.26;18.61;14.32;62;52;-97;-97;57;47;Junín;BUENOS AIRES;05/2024
Villaguay, ENTRE RÍOS;1,860,000;2,580,000;6,080;14.52;12.95;16.63;66;65;-102;-100;62;61;Villaguay;ENTRE RÍOS;05/2024
Rojas, BUENOS AIRES;2,160,000;879,000;1,180,000;9.69;16.17;11.68;66;57;-102;-102;67;50;Rojas;BUENOS AIRES;05/2024
Alberdi, SANTIAGO DEL ESTERO;65,800;1,530,000;1,540;13.18;10.68;7.73;74;74;-97;-92;67;67;Alberdi;SANTIAGO DEL ESTERO;05/2024
General Juan F. Quiroga, LA RIOJA;17,400;84,900;--;1.46;19.63;--;904;57;-96;-96;880;50;General Juan F. Quiroga;LA RIOJA;05/2024
Juan F. Ibarra, SANTIAGO DEL ESTERO;32,300;1,210,000;350;16.38;14.63;--;69;69;-102;-85;61;61;Juan F. Ibarra;SANTIAGO DEL ESTERO;05/2024
Tinogasta, CATAMARCA;354,000;5,890,000;6,950;1.20;9.22;8.45;1,409;87;-94;-94;1,281;89;Tinogasta;CATAMARCA;05/2024
La Paz, MENDOZA;838,000;198,000;18,300;9.71;16.02;9.18;93;67;-103;-99;90;60;La Paz;MENDOZA;05/2024
General Roca, CÓRDOBA;3,500,000;1,070,000;48,800;13.78;19.70;14.50;69;60;-97;-97;63;54;General Roca;CÓRDOBA;05/2024
Libertador General San Martín, CHACO;772,000;3,450,000;9,760;14.87;13.05;16.25;71;66;-98;-97;65;62;Libertador General San Martín;CHACO;05/2024
Huiliches, NEUQUÉN;1,890,000;363,000;1,190,000;7.68;10.66;13.61;99;78;-101;-98;102;75;Huiliches;NEUQUÉN;05/2024
San Cosme, CORRIENTES;1,410,000;1,410,000;36,500;14.42;13.77;15.89;71;61;-101;-99;65;57;San Cosme;CORRIENTES;05/2024
2 de Abril, CHACO;61,300;778,000;--;16.35;10.15;--;70;70;-93;-93;63;63;2 de Abril;CHACO;05/2024
Laishi, FORMOSA;233,000;1,530,000;4,010;12.39;12.08;11.16;75;73;-101;-100;69;69;Laishi;FORMOSA;05/2024
Punilla, CÓRDOBA;10,300,000;13,100,000;1,160,000;13.94;17.25;10.74;70;55;-101;-98;64;51;Punilla;CÓRDOBA;05/2024
Tres Lomas, BUENOS AIRES;644,000;7,630;113,000;15.45;11.31;6.38;59;59;-99;-93;54;54;Tres Lomas;BUENOS AIRES;05/2024
Juan Martín de Pueyrredón, SAN LUIS;19,100,000;4,190,000;19,200,000;11.17;13.72;10.23;85;73;-101;-98;82;67;Juan Martín de Pueyrredón;SAN LUIS;05/2024
Vinchina, LA RIOJA;34,500;262,000;1,700;14.07;14.56;1.67;79;61;-96;-91;69;52;Vinchina;LA RIOJA;05/2024
Uruguay, ENTRE RÍOS;3,320,000;8,710,000;1,200,000;11.69;11.57;12.43;71;62;-103;-102;69;57;Uruguay;ENTRE RÍOS;05/2024
Chacabuco, BUENOS AIRES;2,670,000;1,880,000;2,280,000;13.01;14.59;9.64;65;55;-101;-101;59;50;Chacabuco;BUENOS AIRES;05/2024
General Alvear, BUENOS AIRES;464,000;13,100;1,250,000;4.12;6.04;9.21;91;90;-103;-101;113;84;General Alvear;BUENOS AIRES;05/2024
Azul, BUENOS AIRES;4,900,000;3,090,000;2,520,000;12.48;17.51;11.54;74;56;-99;-99;68;49;Azul;BUENOS AIRES;05/2024
Roque Pérez, BUENOS AIRES;364,000;177,000;921,000;16.91;21.54;11.77;56;52;-105;-99;51;44;Roque Pérez;BUENOS AIRES;05/2024
Gualeguay, ENTRE RÍOS;4,320,000;5,290,000;42,100;11.07;12.81;11.30;68;65;-97;-97;66;60;Gualeguay;ENTRE RÍOS;05/2024
